StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_5_TEXT,Q12,Q12_6_TEXT,Q13,Q14_0_GROUP,Q14_0_1_RANK,Q14_0_2_RANK,Q14_0_3_RANK,Q14_0_4_RANK,Q14_0_5_RANK,Q14_0_6_RANK,Q14_0_7_RANK,Q14_0_8_RANK,Q14_0_9_RANK,Q14_0_10_RANK,Q14_0_11_RANK,Q14_0_12_RANK,Q14_0_13_RANK,Q14_0_14_RANK,Q14_0_15_RANK,Q14_0_16_RANK,Q14_0_17_RANK,Q14_0_18_RANK,Q14_0_19_RANK,Q14_0_20_RANK,Q14_0_21_RANK,Q14_0_22_RANK,Q14_0_23_RANK,Q14_0_24_RANK,Q14_0_25_RANK,Q14_0_26_RANK,Q14_0_27_RANK,Q14_0_28_RANK,Q14_0_29_RANK,Q14_0_30_RANK,Q14_0_31_RANK,Q14_0_32_RANK,Q14_0_33_RANK,Q15,Q16,Q16_7_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,combined column,combined column,combined column,combined column,Q31,Q31_17_TEXT,Q32,Q32_10_TEXT,Q33,Q34,,Q35,Q35_10_TEXT,Q36,Q36_10_TEXT,Q37,Q37_6_TEXT,Q38,Q39,calculated column,Q40,Q41,Q42,Q43,Q43_6_TEXT,Q44,Q45,Q45_7_TEXT,Q46,combined column,Q47,Q48,Q49,Q49_2_TEXT,Q50,Q51,Q51_9_TEXT,Q52,Q53,Q54,Q55,Q56,Q57_1,Q57_2,Q57_3,Q57_4,Q58,Q58_5_TEXT,Q59,Q60,Q61,Q61_5_TEXT,Q62,Q63,combined column,Q63_2_TEXT,Q64,Q64_9_TEXT,Q65,Q66,Q67,Q68,Q69,Q70,combined column,Q70_9_TEXT,Q71,Q72,combined column,Q72_9_TEXT,Q73,Q74,Combined column,Q74_9_TEXT
11/14/2018 12:11,11/14/2018 12:34,IP Address,50.90.229.210,100,1380,TRUE,11/14/2018 12:34,R_3s1DkCODgm3Ibmm,,I would like to proceed with the survey.,Yes,,,No,2,2,46202,2015,$5000 - $9999,None of these.,,1020 trays/flats,,,"Pea Shoots,Mustard,Pea Tendrils,Radish,Cabbage",,1,3,4,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- commercial,Yes,55,68,0,,,,,,,,No,Yes,Jute,none,none,Jute,Jute,,,,,,,,,,,We reuse it to grow microgreens.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Municipal water,,No,Untreated,,No,No testing,,Room temperature,No,,Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging,At random times",No,,,Daily or more,Daily or more,Daily or more,Daily or more,"Cut with scissors/knife,Living Tray,Other",in house made harvesting,Room temperature,Refrigerator/Cooler,Plastic,,0,No,None,,,,Yes,"It's written on the label,On a sign at the point of sale","use by,best by",We have determined that 5 days is a perfect window for our product once harvested if used in general kitchen service.  W have determined this over 4 years of production and sales.,Yes,"Employee Food Safety Training,Cleaning,Shipping and/or Recieving,Standard Operating Procedures","Employee Food Safety Training,Cleaning,Shipping and/or Recieving,Standard Operating Procedures",,Associates degree,"Internet (websites or videos),Informally from other growers","Internet (websites or videos),Informally from other growers",,Yes,"On-the-job training,A lecture-based training at work,County Health Card Training,City Food Handler's Card Training,National Restaurant Association ServSafe Course / Certification","On-the-job training,A lecture-based training at work,County Health Card Training,City Food Handler Card Training,National Restaurant Association ServSafe Course / Certification",
11/14/2018 12:49,11/14/2018 12:53,IP Address,50.38.96.87,18,263,FALSE,11/21/2018 12:53,R_1I5iyipDvXtmJge,,I would like to proceed with the survey.,Yes,,,Yes,,,97119,2014,Prefer Not to Answer,Good Agricultural Practices (GAP) Audit,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2018 13:58,11/14/2018 14:08,IP Address,174.209.20.204,100,628,TRUE,11/14/2018 14:08,R_21mPgQMp6yUFLZo,,I would like to proceed with the survey.,Yes,,,Yes,,,81232,2017,Less than $5000,None of these.,,1020 trays/flats,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Hydroponics,Indoors- residential,Yes,30,80,60,,,,,,,,,,Coco coir,"Perlite,Vermiculite",none,,,,,,Yes,,"Perlite,Vermiculite,Coco Coir","Perlite,Vermiculite,Coco Coir",Coco coir,,,We compost it.,,No,No testing,0,,,,Municipal water,,No,Untreated,,I do not know.,Testing Unknown,,Room temperature,Yes. List varieties soaked.,"Peas
Sunflower 
Beets
Chard",No,,,Yes,"Before harvesting,Before packaging",No,,,Once a month,Once a month,Once a month,2-4 times a week,"Cut with scissors/knife,Hand-picked,Living Tray",,Room temperature,Refrigerator/Cooler,Biodegradable plastic,,24,No,None,,,,No,,None of these,,Yes,Standard Operating Procedures,Standard Operating Procedures,,Associates degree,"Internet (websites or videos),Social media groups","Internet (websites or videos),Social media groups",,Yes,"On-the-job training,National Restaurant Association ServSafe Course / Certification","On-the-job training,National Restaurant Association ServSafe Course / Certification",
11/14/2018 14:14,11/14/2018 14:26,IP Address,24.104.45.210,100,680,TRUE,11/14/2018 14:26,R_1msK2m9ZPlQso4F,,I would like to proceed with the survey.,Yes,,,No,2,2,84005,2018,Less than $5000,None of these.,,ounces,,108,"Sunflower,Radish,Pea Shoots,Arugula,Amaranth",1,3,,2,,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,0,71,0,,,,,,,,No,Yes,Organic soil,Perlite,none,"Perlite,Organic soil","Perlite,Organic soil",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Overhead watering
(Water touches microgreens.)",Municipal water,,No,Untreated,,No,No testing,,Room temperature,Yes. List varieties soaked.,"Sunflower, peas",No,,,Yes,"Before handling seeds,Before harvesting,Before packaging",No,,,Daily or more,Daily or more,Once a week,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,1,No,None,,,,Yes,"It's written on the label,It is verbally communicated at the point of sale",None of these,,No,No routine documentation,No routine documentation,,High school or GED,Internet (websites or videos),Internet (websites or videos),,Yes,City Food Handler's Card Training,City Food Handler Card Training,
11/14/2018 14:30,11/14/2018 14:38,IP Address,107.77.214.186,100,527,TRUE,11/14/2018 14:38,R_xEkvS4PKd7btLix,,I would like to proceed with the survey.,Yes,,,No,1,1,99350,2018,$5000 - $9999,None of these.,,pounds,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- commercial,Yes,40,70,0,,,,,,,,Yes,,Organic soil,Vermiculite,none,"Organic soil,Vermiculite","Organic soil,Vermiculite",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,Yes,Water softener,,Yes,Once per year,Once per year,Room temperature,Yes. List varieties soaked.,"Pea 
Sunflower 
Beet
Cilantro ",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging",No,,,Daily or more,Daily or more,Daily or more,Daily or more,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,10,Yes,All varieties - not specified,All,,,No,,best by,I put harvested on date ,Yes,"Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls","Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls",,Some college,"Internet (websites or videos),Social media groups","Internet (websites or videos),Social media groups",,Yes,"On-the-job training,County Health Card Training,City Food Handler's Card Training","On-the-job training,County Health Card Training,City Food Handler Card Training",
11/14/2018 14:41,11/14/2018 14:47,IP Address,172.58.109.198,19,394,FALSE,11/21/2018 14:47,R_3eejlBwyLV9uNyV,,I would like to proceed with the survey.,Yes,,,Yes,,,12122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2018 15:42,11/14/2018 15:42,IP Address,72.143.218.2,100,26,TRUE,11/14/2018 15:42,R_Q4EhsgF5fnOS2Hv,,I would like to proceed with the survey.,No,Canada,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2018 15:53,11/14/2018 16:01,IP Address,172.243.120.221,100,506,TRUE,11/14/2018 16:01,R_1QLN892W6GmnSAG,,I would like to proceed with the survey.,Yes,,,Yes,,,49735,2018,Less than $5000,None of these.,,ounces,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livestock or animal products,Other plants or crops",Vegetables eaten raw (such as lettuce),,Chicken,,Trays on stacked shelves,Non-climate controlled Greenhouse or hoophouse,,,,,,,,,,,,No,Yes,Sphagnum peat,Perlite,none,"Perlite,Sphagnum peat","Perlite,Sphagnum peat",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Overhead watering
(Water touches microgreens.)",Well/Groundwater,,No,Untreated,,No,No testing,,Room temperature,Yes. List varieties soaked.,"Pea, sunflower",Yes,Hydrogen peroxide,,Yes,At random times,No,,,Daily or more,Daily or more,Daily or more,Daily or more,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,24,Yes,Sunflower,sunflower,,,Yes,It is verbally communicated at the point of sale,None of these,,No,No routine documentation,No routine documentation,,Associates degree,"Internet (websites or videos),Books or magazines","Internet (websites or videos),Books or magazines",,Yes,On-the-job training,On-the-job training,
11/14/2018 17:39,11/14/2018 17:51,IP Address,184.166.86.14,100,673,TRUE,11/14/2018 17:51,R_3J2G7hLGs4rfwWk,,I would like to proceed with the survey.,Yes,,,Yes,,,59802,2015,Less than $5000,None of these.,,1020 trays/flats,,,"Sunflower,Pea Shoots,Broccoli,Mustard,Daikon",1,2,,,,,,,,,5,4,,,,,3,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,No,,,,,,,,,,,Yes,,Organic soil,Perlite,none,"Perlite,Organic soil","Perlite,Organic soil",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Overhead watering
(Water touches microgreens.)",Municipal water,,Yes,"Water softener,Chlorine filter",,I do not know.,Testing Unknown,,Room temperature,Yes. List varieties soaked.,"sunflowers, peas",No,,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging,At random times",Yes,Disposable,"While harvesting,While packaging",Once a week,Daily or more,Daily or more,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,14,Yes,"Sunflower,Peas",All,,,Yes,It's written on the label,None of these,,No,"Employee Food Safety Training,Cleaning,Water Testing,Standard Operating Procedures","Employee Food Safety Training,Cleaning,Water Testing,Standard Operating Procedures",,Some college,"Social media groups,Informally from other growers","Social media groups,Informally from other growers",,Yes,City Food Handler's Card Training,City Food Handler Card Training,
11/14/2018 18:26,11/14/2018 18:38,IP Address,23.161.192.10,100,765,TRUE,11/14/2018 18:38,R_xAuqEGhQW51xchH,,I would like to proceed with the survey.,Yes,,,Yes,,,73093,2018,Less than $5000,None of these.,,1010 trays/flats,,20,"Sunflower,Radish,Kale,Pea Shoots,Bean",1,4,,2,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,0,72,0,,,,,,,,Yes,,"Coco coir,Peat moss",Perlite,none,"Coco Coir,Peat Moss,Perlite","Coco Coir,Peat Moss,Perlite",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Municipal water,,No,Untreated,,No,No testing,,Room temperature,Yes. List varieties soaked.,"Sunflower, Bean, Pea",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging,At random times",No,,,Daily or more,Daily or more,2-4 times a week,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,,Yes,Sunflower,sunflower,,,Yes,"It's written on the label,It is verbally communicated at the point of sale,On a sign at the point of sale,It's on a flyer",,I mark containers with date harvested.,No,No routine documentation,No routine documentation,,Some college,"Social media groups,Other","Social media groups,Podcasts",Podcasts,Yes,Other,Another training course,Military food safety training.
11/14/2018 19:58,11/14/2018 20:11,IP Address,96.60.161.5,100,797,TRUE,11/14/2018 20:11,R_3gSJJPCdsoaqdNM,,I would like to proceed with the survey.,Yes,,,No,3,1,54495,2017,Less than $5000,Other,CNG,1020 trays/flats,,6,"Radish,Amaranth,Arugula,Cilantro,Tatsoi",,,,1,,,,,,,,,2,3,,,,,,,,,4,,,,,,,,5,,,Other plants or crops,"Vegetables eaten raw (such as lettuce),Fresh herbs",,,,Aquaponics,Climate controlled greenhouse or hoophouse,Yes,65,68,74,,,,,,,,,,Biostrate,none,none,,,,,,No,No,Biostrate,,,Other,Biostrate,We throw it away.,,No,No testing,0,,,,Well/Groundwater,,Yes,Iron removal,Iron removal,Yes,More than 4 times per year,More than 4 times per year,Refrigerator or cooler,No,,No,,,Yes,"Before handling seeds,Before harvesting",Yes,Disposable,"While preparing growth media or soil,While handling seeds,While harvesting,While packaging",2-4 times a week,Once a month,Once a month,Once a month,Living Tray,,Room temperature,,,,0,No,None,,,,Yes,It is verbally communicated at the point of sale,None of these,,No,"Employee Food Safety Training,Cleaning,Water Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls","Employee Food Safety Training,Cleaning,Water Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls",,Masters degree,"Internet (websites or videos),Books or magazines","Internet (websites or videos),Books or magazines",,Yes,"On-the-job training,A lecture-based training at work,County Health Card Training,Other","On-the-job training,A lecture-based training at work,County Health Card Training, Another training course, GAP Audit",Food Safety training for other crops in preparation for third party audit
11/15/2018 5:44,11/15/2018 5:59,IP Address,47.26.199.154,100,871,TRUE,11/15/2018 5:59,R_0SoUNU9Gj4RLfcB,,I would like to proceed with the survey.,Yes,,,Yes,,,49783,2017,Less than $5000,Good Agricultural Practices (GAP) Audit,,ounces,,,"Arugula,Sunflower,Radish,Pea Shoots,Popcorn",2,4,,3,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,45,65,50,,,,,,,,No,Yes,Sphagnum peat,"Perlite,Vermiculite",Worm castings,"Perlite,Sphagnum peat,Vermiculite,Worm castings","Perlite,Sphagnum peat,Vermiculite,Worm castings",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,Yes,Once per year,Once per year,Room temperature,Yes. List varieties soaked.,"sunflower, pea, popcorn, cilantro",No,,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While handling seeds,While harvesting,While packaging",Daily or more,Daily or more,Daily or more,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,12,No,None,,,,Yes,"It's written on the label,It is verbally communicated at the point of sale",None of these,,Yes,"Employee Food Safety Training,Cleaning,Water Testing,Shipping and/or Recieving,Standard Operating Procedures","Employee Food Safety Training,Cleaning,Water Testing,Shipping and/or Recieving,Standard Operating Procedures",,Associates degree,Other,Farming experience,4th generation rose grower,Yes,"County Health Card Training,A food safety training specifically for microgreens","County Health Card Training,A food safety training specifically for microgreens",
11/15/2018 10:20,11/15/2018 10:26,IP Address,107.11.85.19,100,389,TRUE,11/15/2018 10:26,R_pa9xla8ucmrNEGJ,,I would like to proceed with the survey.,Yes,,,Yes,,,43764,2015,Less than $5000,None of these.,,pounds,,64,"Sunflower,Nasturtium,Pea Shoots",1,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,"Livestock or animal products,Other plants or crops","Vegetables eaten raw (such as lettuce),Vegetables rarely eaten raw (such as squash),Fresh herbs,Seedlings",,"Chicken,Eggs",,Trays on stacked shelves,Non-climate controlled Greenhouse or hoophouse,,,,,,,,,,,,No,Yes,Peat moss,"Perlite,Vermiculite",,"Peat Moss,Perlite,Vermiculite","Peat Moss,Perlite,Vermiculite",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Overhead watering
(Water touches microgreens.)",Well/Groundwater,,No,Untreated,,Yes,Once per year,Once per year,Refrigerator or cooler,Yes. List varieties soaked.,peas,No,,,Yes,"Before watering,Before harvesting,Before packaging",No,,,Daily or more,2-4 times a week,Once a month,Once a month,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,12,Yes,"Sunflower,Nasturtium,Peas",All,,,No,,None of these,,No,Water Testing,Water Testing,,Bachelors degree,Internet (websites or videos),Internet (websites or videos),,No,No food safety training,No food safety training,
11/15/2018 10:59,11/15/2018 11:01,IP Address,67.10.56.168,18,125,FALSE,11/22/2018 11:02,R_4TSsBg64abCnLEJ,,I would like to proceed with the survey.,Yes,,,Yes,,,78520,2008,Less than $5000,None of these.,,ounces,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2018 11:35,11/15/2018 11:54,IP Address,108.250.248.179,100,1121,TRUE,11/15/2018 11:54,R_3HCFIwFvAaUF3qs,,I would like to proceed with the survey.,Yes,,,Yes,,,37917,2016,Less than $5000,None of these.,,ounces,,112,"Sunflower,Pea Tendrils,Broccoli,Radish,Cilantro",1,,2,4,,,,,,,,,,,,,3,,,,,,5,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,50,68,64,,,,,,,,No,Yes,Peat moss,Perlite,Worm castings,"Peat Moss,Perlite,Worm castings","Peat Moss,Perlite,Worm castings",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Municipal water,,No,Untreated,,Yes,Once per year,Once per year,Refrigerator or cooler,Yes. List varieties soaked.,"Sunflower, Pea, Bean, Lentil, Cilantro",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging,At random times",No,,,Daily or more,2-4 times a week,2-4 times a week,2-4 times a week,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,3,No,None,,,,Yes,It's written on the label,best by,5-7 days from harvest,No,"Cleaning,Shipping and/or Recieving,Standard Operating Procedures","Cleaning,Shipping and/or Recieving,Standard Operating Procedures",,Bachelors degree,"Internet (websites or videos),Other","Internet (websites or videos),Farming experience",Worked for urban farm that grew them.,No,No food safety training,No food safety training,
11/15/2018 12:48,11/15/2018 13:00,IP Address,69.144.81.170,100,737,TRUE,11/15/2018 13:00,R_322tIjEMItdpgz4,,I would like to proceed with the survey.,Yes,,,Yes,,,59714,2017,Less than $5000,None of these.,,pounds,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,40,68,60,,,,,,,,Yes,,"Coco coir,Organic soil",none,"Food compost,Green compost,Worm castings","Coco Coir,Food compost,Green compost,Organic soil,Worm castings,Other","Coco Coir,Food compost,Green compost,Organic soil,Worm castings,Other",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Municipal water,,Yes,"Reverse osmosis,Activated charcoal filter",,No,No testing,,Refrigerator or cooler,Yes. List varieties soaked.,Varieties with thick hulls,Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While handling seeds,While harvesting,While packaging",2-4 times a week,2-4 times a week,2-4 times a week,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,24,Yes,All varieties - not specified,All,,,Yes,"It's written on the label,It is verbally communicated at the point of sale",None of these,,No,"Water Testing,Standard Operating Procedures","Water Testing,Standard Operating Procedures",,Associates degree,Internet (websites or videos),Internet (websites or videos),,Yes,On-the-job training,On-the-job training,
11/15/2018 14:59,11/15/2018 15:11,IP Address,73.112.166.137,100,767,TRUE,11/15/2018 15:11,R_1P007qlvhwmBdbv,,I would like to proceed with the survey.,Yes,,,Yes,,,8092,2017,Prefer Not to Answer,None of these.,,ounces,,128,"Pea Shoots,Daikon,Sunflower,Pak Choy,Kale",3,1,,,,,,,,5,2,,,,,,,,,,,,,,,,,4,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,60,70,70,,,,,,,,No,Yes,Coco coir,none,none,Coco Coir,Coco Coir,,,,,,,,,,,We compost it.,,Yes,Testing freq unknown,1,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,I do not know.,Testing Unknown,,Room temperature,Yes. List varieties soaked.,"pea
sunflower
buckwheat
fenugreek",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While preparing growth media or soil,While harvesting,While packaging",Daily or more,Daily or more,2-4 times a week,2-4 times a week,"Cut with scissors/knife,Living Tray",,Room temperature,Refrigerator/Cooler,Biodegradable plastic,,12,No,None,,,,Yes,It's written on the label,None of these,,No,No routine documentation,No routine documentation,,Some college,"Internet (websites or videos),Books or magazines","Internet (websites or videos),Books or magazines",,Yes,"On-the-job training,National Restaurant Association ServSafe Course / Certification","On-the-job training,National Restaurant Association ServSafe Course / Certification",
11/15/2018 20:45,11/15/2018 20:54,IP Address,174.221.36.223,100,559,TRUE,11/15/2018 20:54,R_3pnESWlC9MqOX4A,,I would like to proceed with the survey.,Yes,,,Yes,,,61546,2018,$5000 - $9999,None of these.,,ounces,,700,"Sunflower,Pea Shoots,Radish,Broccoli,Popcorn",1,2,,3,5,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,"No, I only grow microgreens.",,,,,Trays on stacked shelves,Indoors- residential,Yes,40,74,74,,,,,,,,No,Yes,"Coco coir,Peat moss","Perlite,Vermiculite",none,"Coco Coir,Peat Moss,Perlite,Vermiculite","Coco Coir,Peat Moss,Perlite,Vermiculite",,,,,,,,,,,We reuse it to grow microgreens.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,Yes,"Reverse osmosis,Ultraviolet light",,Yes,More than 4 times per year,More than 4 times per year,Refrigerator or cooler,Yes. List varieties soaked.,"Sunnies
Peas",Yes,Hydrogen peroxide,,Yes,"Before handling seeds,Before harvesting,Before packaging",Yes,Disposable,"While harvesting,While packaging",Daily or more,Daily or more,Once a week,Once a week,Cut with scissors/knife,,,Refrigerator/Cooler,Plastic,,8,Yes,Sunflower,sunflower,,,Yes,It's written on the label,best by,Variety shelf Life.,Yes,"Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls","Employee Food Safety Training,Cleaning,Water Testing,Soil or Growth Media Testing,Shipping and/or Recieving,Standard Operating Procedures,Recalls",,Bachelors degree,"Internet (websites or videos),Social media groups","Internet (websites or videos),Social media groups",,Yes,A food safety training specifically for microgreens,A food safety training specifically for microgreens,
11/16/2018 4:44,11/16/2018 5:00,IP Address,174.204.21.201,100,966,TRUE,11/16/2018 5:00,R_3n7sEmRfbLBHmwy,,I would like to proceed with the survey.,Yes,,,Yes,,,23117,2017,Less than $5000,None of these.,,Other,Both oz and tray 1020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other plants or crops,"Vegetables eaten raw (such as lettuce),Fresh herbs",,,,Trays on stacked shelves,Climate controlled greenhouse or hoophouse,Yes,60,75,0,,,,,,,,No,Yes,Peat moss,Perlite,Food compost,"Food compost,Peat Moss,Perlite","Food compost,Peat Moss,Perlite",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,Yes,Once per year,Once per year,Room temperature,Yes. List varieties soaked.,"Peas, sunflower",Yes,Vinegar,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging",Yes,Disposable,"While harvesting,While packaging",Daily or more,Daily or more,,Daily or more,"Cut with scissors/knife,Living Tray",,Room temperature,Refrigerator/Cooler,Plastic,,2,No,None,,,,Yes,"It's written on the label,It is verbally communicated at the point of sale,It's on a flyer",None of these,,No,No routine documentation,No routine documentation,,Some college,Internet (websites or videos),Internet (websites or videos),,No,No food safety training,No food safety training,
11/16/2018 17:59,11/16/2018 18:07,IP Address,205.149.12.13,100,448,TRUE,11/16/2018 18:07,R_31oT3UzLUha5Akw,,I would like to proceed with the survey.,Yes,,,No,2,1,59714,2017,$5000 - $9999,Other,Montana Dept of Ag produce license,ounces,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livestock or animal products,Other plants or crops","Vegetables rarely eaten raw (such as squash),Fresh herbs,Seedlings,Non-food crops",,"Eggs,Dairy",,Trays on stacked shelves,Climate controlled greenhouse or hoophouse,Yes,0,0,0,,,,,,,,No,Yes,"Coco coir,Organic soil,Sphagnum peat",Perlite,Worm castings,"Coco Coir,Perlite,Organic soil,Sphagnum peat,Worm castings","Coco Coir,Perlite,Organic soil,Sphagnum peat,Worm castings",,,,,,,,,,,We compost it.,,No,No testing,0,,,"Bottom watering or drip irrigation
(Water does not touch microgreens)",Well/Groundwater,,No,Untreated,,Yes,Less than once per year,Less than once per year,Room temperature,Yes. List varieties soaked.,"Sunflower, peas, corn",No,,,Yes,"Before handling seeds,Before watering,Before harvesting,Before packaging",No,,,Daily or more,Daily or more,2-4 times a week,Daily or more,Cut with scissors/knife,,,Refrigerator/Cooler,Biodegradable plastic,,0,No,None,,,,Yes,It's written on the label,None of these,,No,No routine documentation,No routine documentation,,Some college,"Internet (websites or videos),Social media groups","Internet (websites or videos),Social media groups",,No,No food safety training,No food safety training,
11/17/2018 14:40,11/17/2018 14:41,IP Address,172.113.68.102,14,49,FALSE,11/24/2018 14:41,R_3EhighmfVP2Pjyp,,I would like to proceed with the survey.,Yes,,,Yes,,,92532,2017,$10000 - $24999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2018 19:38,11/17/2018 19:42,IP Address,198.14.249.181,18,197,FALSE,11/24/2018 19:42,R_3qEREcQYroK5UT0,,I would like to proceed with the survey.,Yes,,,Yes,,,52585,2018,Prefer Not to Answer,None of these.,,Other,living microsgreens on coconut coir mats,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
